Description;Category
IFDZORA IFOOD FAST;RESTAURANTES
WOW * BEAU NIX - P CT ALON;SAÚDE
DO JENNIFER - CT CORD O;OUTROS
- PAY FARMACIA UN 04 - 05 /;SAÚDE
- PAY POP SACOLAO - 23 12 /;MERCADO
AWS AMAZON BRA SERVICOS;COMPRAS DIVERSAS
QRS PIX SEM I PARAR;TRANSPORTE
PAY - PAO DE - ALHO 03 / 03;RESTAURANTES
PIX PRIMEIR26 TRANSF 10 /;OUTROS
PAY PANIFICADOR -;MERCADO
POR MUFFATO;MERCADO
- TELECELL PAY - 12 10 /;COMPRAS DIVERSAS
- PAY - PANIFICADOR / 16 06;MERCADO
- PAY PAGASMSERV - 06 16 /;OUTROS
* HNA - QDBERENI CT;OUTROS
* UBER UBER * TRIP;TRANSPORTE
- SACOLAO POPU CT;MERCADO
GYMPASSBR GYMPASS;SAÚDE
. NETFLIX COM;LAZER E ENTRETENIMENTO
ROSA SHOK -CT;COMPRAS DIVERSAS
UNICLASS INT VS;PAGAMENTO CARTÃO
EMP - CAPITAL IO CT;OUTROS
* WOW BEAU - NIX CT ALON P;SAÚDE
* UBER TRIP;TRANSPORTE
INT VS UNICLASS;PAGAMENTO CARTÃO
PAGA TECIDOS CT -;ROUPAS E ACESSÓRIOS
MAXIFARMA -CT;SAÚDE
PAY - GUL ARTE DA;COMPRAS DIVERSAS
- RSCSS KF HONESTY - / 26 02;MERCADO
UBER UBER * TRIP *;TRANSPORTE
GILCE TRANSFERÊNCIA D;SAÚDE
PAGAMENTO FOLHA MENSAL;OUTROS
CANTIN PRIMA CT -;RESTAURANTES
- PLANSHOPPIN PAY - / 02 12;OUTROS
- RSCSS HONESTY - KF 18 11 /;MERCADO
JUROS SALARIO POUPANCA;POUPANÇA E INVESTIMENTOS
PANQUECAS BONNA;RESTAURANTES
VINDI * ESPA CT AS03 - 03 /;LAZER E ENTRETENIMENTO
PAY - NI FARMACIA - / 05 06;SAÚDE
PIX SERVICO30 QRS BUS / 11;OUTROS
REMUNER BAS POUP SALARIO;POUPANÇA E INVESTIMENTOS
PAY POP - SACOLAO - / 11 03;MERCADO
- PAY HONESTY - KF / 12 11;MERCADO
TRANSF PIX 24 THIAGO / 11;OUTROS
FLEX CLARO;TELECOMUNICAÇÕES
PAG PAY - * - RESTAUR 27 / 11;RESTAURANTES
PANIFICADOR PAY - 07 - / 06;MERCADO
PAY -FAMILIA MAC-10/06;RESTAURANTES
PAY HNA - OBOTICA * - 02 12 /;COMPRAS DIVERSAS
PAY - E MUCHINSKI 24 - 02 /;MERCADO
COLET TRANSP CT -. RNSPE E;TRANSPORTE
- PAY PAGASMSERV 12 - 06 /;OUTROS
PRIME AMAZON ALUGUEL;LAZER E ENTRETENIMENTO
PAY -HONESTY KF -04/12;MERCADO
PAY ELVIS - LUIZ - / 27 09;OUTROS
PAY - RAIA 600 PO - 29 11 /;SAÚDE
PAY -PANIFICADOR-10/05;MERCADO
RSHOP-FARES TURIS-02/01;OUTROS
QRS PIX PA28 PERSONAL / 10;OUTROS
TRANSF MARTTER31 PIX / 12;TRANSFERÊNCIA BANCÁRIA
- PAY TELECELL - 10 27 /;OUTROS
QRS PIX IMPULSO / PAR14 01;LAZER E ENTRETENIMENTO
BAS POUP REMUNER SALARIO;POUPANÇA E INVESTIMENTOS
QRS PIX MUL ROBERTA;TRANSFERÊNCIA BANCÁRIA
- PAY POP SACOLAO - 23 10 /;MERCADO
CEI DINHEIRO 000002;RECEITA
- PAY PAG JORGELU *;OUTROS
- PAY DONA DEOLA - 11 29 /;RESTAURANTES
CANTIN PRIMA CT -;RESTAURANTES
RSCSS - SAO GAB SIM;SAÚDE
DA CLARO MOVEL 08806989;TELECOMUNICAÇÕES
MOBILEPAG TIT 3535411820;OUTROS
PAY -RAABELANDIA;LAZER E ENTRETENIMENTO
- PAY KF HONESTY 08 - / 10;MERCADO
TRANSFERÊNCIA POP SACOLAO;MERCADO
BOOKING.COM BRASIL SERV;LAZER E ENTRETENIMENTO
REMUNER BAS POUP SALARIO;RECEITA
INT VS UNICLASS;PAGAMENTO CARTÃO
ASMSERV;OUTROS
INT VS UNICLASS;PAGAMENTO CARTÃO
PAY - ELVIS LUIZ - 10 22 /;OUTROS
QRS PIX OI. S. A - / E22 12;TELECOMUNICAÇÕES
TEMPO DA FE - CT AURANT;RESTAURANTES
DIVA COSMETI-NODARI;COMPRAS DIVERSAS
RECANTO;RESTAURANTES
- RSHOP FARM PANVEL;SAÚDE
PIX TRANSF ANA PAU;TRANSFERÊNCIA BANCÁRIA
- PANIFICADORA ILIA CT;MERCADO
PAY DAGUA - RODA;LAZER E ENTRETENIMENTO
PAY -PAO DE ALHO-03/03;RESTAURANTES
PIX TRANSF BENEDIT19 / 12;OUTROS
UBER UBER * * TRIP;TRANSPORTE
PANIFICADORA ILIA - CT;MERCADO
SACOLAO POPU - CT;MERCADO
- PAY REGINA FENA - 11 11 /;MERCADO
GYMPASS GYMPASSBR;SAÚDE
CEL PAG TIT BANCO 237;MORADIA
TRANSFERÊNCIA R KAMOI;SAÚDE
IRM FARMACIA - PAVESI CT;SAÚDE
PET SHOP CLARA-CT LIVEIR;CUIDADOS COM O PET
MILLAN RSCSS - PIZZ;RESTAURANTES
SACOLAO POPU - CT;MERCADO
PAY PANIFICADOR - - / 10 31;MERCADO
PAY - FAMILIA PAG * - 01 11 /;OUTROS
TROPICAL RSHOP - BA;COMPRAS DIVERSAS
- RSCSS CAFE PIB ME;RESTAURANTES
UBER UBER * TRIP *;TRANSPORTE
PAY FREDDO - GELA - / 01 14;RESTAURANTES
PAY -PAGJOHNNYR;OUTROS
PAY -GARAGE HAMB-13/10;RESTAURANTES
ALIMENT GWB;RESTAURANTES
- RSHOP E PRATA ART;COMPRAS DIVERSAS
CTBA LIV PA;LAZER E ENTRETENIMENTO
PERSONAL PIX QRS PA28 / 10;OUTROS
CHINA CASA CT -;COMPRAS DIVERSAS
PAY LUIZ ELVIS - - 29 10 /;OUTROS
SHOP FAST SA 06 12 /;COMPRAS DIVERSAS
AMAZON ALUGUEL PRIME;LAZER E ENTRETENIMENTO
- RSHOP 2148 RAIA;COMPRAS DIVERSAS
- YANG PAY - 27 10 /;RESTAURANTES
PAY HONESTY - KF 26 - 10 /;MERCADO
PAY - SACOLAO - 18 POP 12 /;MERCADO
IFOOD IN IFDCHINA;RESTAURANTES
INT VS UNICLASS;PAGAMENTO CARTÃO
COMERCIO K2 - DU01 CT 02 /;COMPRAS DIVERSAS
ASSA FRANGO;RESTAURANTES
IFOOD IN IFDCHINA;RESTAURANTES
MICROSOFT * MICROSOFT 365;LAZER E ENTRETENIMENTO
RESTAURANTES;RESTAURANTES
ALIMENTAÇÃO .CURITIBA;RESTAURANTES
RSHOP - PIZZ 08 MILLAN - / 03;RESTAURANTES
PAY PAGASMSERV - - 05 15 /;OUTROS
IFOOD IFDZETAY COM;RESTAURANTES
PAY -ESPETINHOS -25/02;RESTAURANTES
GYMPASSBR GYMPASS;SAÚDE
PAY - - HONESTY KF 14 11 /;MERCADO
MODA DO BEM - TOS CT L;ROUPAS E ACESSÓRIOS
TINTA e TINT - CT;COMPRAS DIVERSAS
- PAY C BARAQUIAS - 07 12 /;RESTAURANTES
- RSCSS * PAG RESTAUR;RESTAURANTES
POR MUFFATO;MERCADO
PAY -LN CAFES LT-27/10;RESTAURANTES
RSHOP-HONESTY KF -23/02;MERCADO
INT 157000402094 PAG TIT;MORADIA
JUROS SALÁRIO POUPANÇA;POUPANÇA E INVESTIMENTOS
MERCADO LIVRE * 03 ALPHA03 /;COMPRAS DIVERSAS
ESTACIONAME;TRANSPORTE
QRS PIX SEM I PARAR;TRANSPORTE
PARAR SEM ABASTECE *;TRANSPORTE
- RSCSS KF HONESTY - / 29 04;MERCADO
- PAY ELVIS LUIZ - 29 10 /;OUTROS
TEMPO FE DA - AURANT CT;RESTAURANTES
AUTO POSTO - CT;TRANSPORTE
PANIFICADOR;MERCADO
PIX ISABELL23 TRANSF 06 /;MESADA
K2 - COMERCIO CT / 02 DU01;COMPRAS DIVERSAS
PIX TRANSF MARCIO 06 26 /;TRANSFERÊNCIA BANCÁRIA
- PAY DONA - DEOLA 30 11 /;RESTAURANTES
- RSHOP POP SACOLAO;MERCADO
INT COPEL DISTRIBUICA 00;MORADIA
TRANSP COLET - CT. NSP E;TRANSPORTE
UBER TRIP *;TRANSPORTE
IFOOD IN IFDCHINA;RESTAURANTES
PAY POSTO KAIMA -;TRANSPORTE
PAY - IN BU DRIVE;RESTAURANTES
- PAY 27 YANG - / 10;RESTAURANTES
- RSCSS SAO SIM GAB;SAÚDE
- RSHOP TURIS FARES;LAZER E ENTRETENIMENTO
PIX TATIANE27 TRANSF 10 /;OUTROS
SACOLAO TRANSFERÊNCIA POP;MERCADO
INT UNICLASS VS;PAGAMENTO CARTÃO
PAY - AUROKE - 03 CASA 01 /;MERCADO
GYMPASSBR GYMPASS;SAÚDE
PIX QRS COPEL DISTR22/12;MORADIA
- PAY PANIFICADOR;MERCADO
- PAY DAGUA RODA;LAZER E ENTRETENIMENTO
TED 745.0001.PAYPAL D B;RECEITA
NMACH STUDIO CT -;OUTROS
PIX TRANSF THIAGO 19/02;OUTROS
MC DONALDS S-CT;RESTAURANTES
REMUNER BAS POUP SALARIO;POUPANÇA E INVESTIMENTOS
HONESTY PAY KF - - 25 / 10;MERCADO
* PG UNIVERSO NARR 12 09 /;EDUCAÇÃO
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
PAGTO FOLHA 13 SALARIO.;SALÁRIO
PAY - CAFE BOM DU - 05 24 /;RESTAURANTES
PAY PAGJORGELU -;OUTROS
IFOOD FAST IFDZORA;RESTAURANTES
PAG*GAROTAFA-CT N 03/03;COMPRAS DIVERSAS
PANVEL RSHOP - FARM;SAÚDE
- PAY NADOLNI - / 05 14;OUTROS
PAGAMENTO TÍTULO DE;MORADIA
NMACH STUDIO CT -;OUTROS
- PAY PANIFICADOR - / 10 31;MERCADO
- PAY B PARK SHOP - 15 / 10;TRANSPORTE
ELET FIGURAS CT - IDRA;COMPRAS DIVERSAS
PANIFICADOR;MERCADO
PAY - BK DRIVE PO 21 - / 06;RESTAURANTES
JORGELU;OUTROS
PAY - P ITS GRILL;RESTAURANTES
PAY PANIFICADOR -;MERCADO
- PAY INDU - RIMINI 21 / 10;OUTROS
IFOOD *CLUBE *IFOOD;RESTAURANTES
- PAY DEOLA DONA 30 - / 11;RESTAURANTES
- PAY YANG 27 - 10 /;RESTAURANTES
. NETFLIX COM;LAZER E ENTRETENIMENTO
- PAY PANIFICADOR - / 05 17;MERCADO
PARAR SEM ABASTECE *;TRANSPORTE
PAY -TRIPARK EST-29/10;TRANSPORTE
IFOOD IN IFDDRIVE;RESTAURANTES
POSTO PAY - KAIMA 18 - / 01;TRANSPORTE
TRANSF PIX WESTERN01 01 /;TRANSFERÊNCIA BANCÁRIA
TED 745.0001.PAYPAL D B;RECEITA
PALLA AFFORD CT -;COMPRAS DIVERSAS
- PAY PRIMEIRA - IG 16 06 /;OUTROS
BRASIL EMPRESA;OUTROS
DE FOLHA PARTICIPACAO;SALÁRIO
PIX TATIANE TRANSF;TRANSFERÊNCIA BANCÁRIA
- PAY SUPER ITALO;MERCADO
ASMSERV;OUTROS
- PAY SACOLAO POP 17 - 06 /;MERCADO
EM SAQUES DINHEIRO;SAQUES
PAY PANIFICADOR - 31 - 10 /;MERCADO
TRANSP CT COLET -. NSP E;TRANSPORTE
SACOLAO RSHOP - POP - 02 03 /;MERCADO
RSCSS-HONESTY KF -18/11;MERCADO
LUIZ B ELVIS - EZAM M CT;OUTROS
PIX TRANSF DANILO;TRANSFERÊNCIA BANCÁRIA
- PAY COME GROSSI 22 - / 12;MERCADO
CURITIBA COBASI NO01 02 /;CUIDADOS COM O PET
FINANC PAGTO VEIC / 19 24;TRANSPORTE
E DROGARIA FARMACIA NIS;SAÚDE
- PAY FENA REGINA - / 23 12;MERCADO
HONESTY KF;MERCADO
COLET TRANSPO CT - NSP E.;TRANSPORTE
POUPANCA JUROS SALARIO;RECEITA
PIX QRS OI S.A. - E26/09;TELECOMUNICAÇÕES
PAY MAMBEMBE - - GA 10 12 /;LAZER E ENTRETENIMENTO
TINTA TINT E CT -;COMPRAS DIVERSAS
BOOKING. COM BRASIL SERV;LAZER E ENTRETENIMENTO
* PG UNIVERSO NARR / 12 09;EDUCAÇÃO
* PAG LOJASRENNER 03 03 /;ROUPAS E ACESSÓRIOS
PAY - COCO 01 BAMBU - 01 /;RESTAURANTES
PAY - ELVIS LUIZ 29 - 10 /;OUTROS
- PAY 01 PANIFICADOR - / 12;MERCADO
PAPELARIA MEGA BAZAR CT;EDUCAÇÃO
PET SHOP - CLARA LIVEIR CT;CUIDADOS COM O PET
TRANSFERÊNCIA R KAMOI;SAÚDE
SUPERMERCADOS ITALO LT;MERCADO
RSCSS - POP SACOLAO - / 10 08;MERCADO
- RSCSS 290 POSTO;TRANSPORTE
PAY -PAG*RESTAUR-27/11;RESTAURANTES
. WWW. WAVES COM;COMPRAS DIVERSAS
PAG * / LOJASRENNER 03 03;ROUPAS E ACESSÓRIOS
OPENAI;LAZER E ENTRETENIMENTO
PAY -BARBEARIA P;CUIDADOS PESSOAIS
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
- PAY - 26 IFDFREDDO / 02;RESTAURANTES
* PAG ASMSERVI CT -;COMPRAS DIVERSAS
MILLAN RSCSS - - PIZZ 16 / 06;RESTAURANTES
COLET TRANSPO CT - NSP E.;TRANSPORTE
INT DISTRIBUICA COPEL;MORADIA
* PAG ATENAFEN CT -;OUTROS
- PAY KF HONESTY - 04 12 /;MERCADO
DRIVE BK THRU;RESTAURANTES
VINDI *ESPA-CT AS03/03;LAZER E ENTRETENIMENTO
PAY MUCHINSKI - E - 12 15 /;OUTROS
BAS REMUNER SALARIO POUP;RECEITA
COSTELA;RESTAURANTES
PAY LR - - 22 COMERCIO / 12;OUTROS
- PAY POP SACOLAO 10 - / 12;MERCADO
- RSCSS KF HONESTY 06 - / 12;MERCADO
PIX RINAL QRS KAMOI;OUTROS
CEL PAG TIT BANCO 237;MORADIA
* UBER UBER TRIP *;TRANSPORTE
- RSHOP AREATEC;COMPRAS DIVERSAS
DE FOLHA FERIAS;SALÁRIO
SACOLAO POPU-CT;MERCADO
- PAY EST TRIPARK;TRANSPORTE
SHOP LJ - 0041 CT IO BA;COMPRAS DIVERSAS
TRANSFERÊNCIA POP SACOLAO;MERCADO
DO JENNIFER - CT CORD O;OUTROS
PAY - CHERRY - 26 COFF 11 /;RESTAURANTES
INT COPEL DISTRIBUICA 00;MORADIA
STARBUCKS 21-CT TIO BA;RESTAURANTES
SHOP 7076 - B CT CURT;COMPRAS DIVERSAS
CAFE DO CAMP-CT;RESTAURANTES
- PAY ARTHUR VINI - 06 15 /;OUTROS
- PAY REGINA FENA 02 - 12 /;MERCADO
REMUNER BAS POUP SALARIO;POUPANÇA E INVESTIMENTOS
PANIFICADOR;MERCADO
QRS PIX RINAL KAMOI;OUTROS
- SACOLAO RSHOP POP - / 02 03;MERCADO
- PAY UN FARMACIA - 04 05 /;SAÚDE
FESTV SUPER;COMPRAS DIVERSAS
QRS PIX S CLARO A..;TELECOMUNICAÇÕES
- SACOLAO PAY POP - / 06 10;MERCADO
- PAY O CHOPP BAR - 13 / 12;RESTAURANTES
LIV RSHOP - CTBA JO;COMPRAS DIVERSAS
PANQUECAS BONNA;RESTAURANTES
. APPLE CO / PAULO SAO;LAZER E ENTRETENIMENTO
TRANSF PIX TATIANE02 01 /;TRANSFERÊNCIA BANCÁRIA
- PAY PAR IMPULSO;LAZER E ENTRETENIMENTO
PAY - P BARBEARIA 18 - 05 /;CUIDADOS PESSOAIS
FAST SHOP SA 12 07 /;COMPRAS DIVERSAS
- RSHOP IN DRIVE BU - / 26 05;RESTAURANTES
PLK FILIAL;COMPRAS DIVERSAS
TRANSFERÊNCIA GILCE D;SAÚDE
PAY PAGESKIMOS -;RESTAURANTES
- PAY UN FARMACIA;SAÚDE
PIX MARCIO TRANSF 06 05 /;TRANSFERÊNCIA BANCÁRIA
- PAY POP SACOLAO 23 - / 10;MERCADO
- POSTO RSHOP MENGU;TRANSPORTE
RENT A WISH -CT CA02/02;OUTROS
- HONESTY PAY KF - 04 12 /;MERCADO
KF HONESTY;MERCADO
PIX THIAGO TRANSF 24 02 /;OUTROS
TRANSF PIX TATIANE;TRANSFERÊNCIA BANCÁRIA
AMAZON ALUGUEL PRIME;LAZER E ENTRETENIMENTO
GYMPASSBR GYMPASS;SAÚDE
21 STARBUCKS - TIO CT BA;RESTAURANTES
- RSHOP AREATEC - T 31 - 12 /;COMPRAS DIVERSAS
- PAY JARD PAISAG;OUTROS
RSCSS - KF HONESTY - / 11 18;MERCADO
- GARAGEM PAY BAT - 13 03 /;TRANSPORTE
FLEX CLARO;TELECOMUNICAÇÕES
PANIFICADORA-CT ILIA;MERCADO
DONA PAY - DEOLA - / 27 11;RESTAURANTES
IFOOD DIST IFDGRPF;RESTAURANTES
- POP RSHOP SACOLAO - 23 / 02;MERCADO
REMUNER BAS POUP SALARIO;POUPANÇA E INVESTIMENTOS
CASA AUROKE;MERCADO
IFD * FOOD TR;RESTAURANTES
PAY -POSTO KAIMA-18/01;TRANSPORTE
TRANSF PIX 06 MARCIO / 03;TRANSFERÊNCIA BANCÁRIA
- CONDOR PAY - CHAM 06 / 03;MERCADO
PIX QRS PAR14 / IMPULSO 01;LAZER E ENTRETENIMENTO
RSCSS - STAR 218 PA;LAZER E ENTRETENIMENTO
PAY -FERNANDA;OUTROS
RSHOP - PRATA E ART;COMPRAS DIVERSAS
PAY  -LR COMERCIO-22/12;ROUPAS E ACESSÓRIOS
BOLOS BRUNO CT -;RESTAURANTES
- RSCSS - PAMONHAS SE 24 / 02;RESTAURANTES
PAY PANIFICADOR - 10 - 05 /;MERCADO
PAGTO FINANC VEIC 15/24;TRANSPORTE
- TRIAMICCI CT;RESTAURANTES
PAG PAY - * - ANDRERI 04 / 12;OUTROS
TRANSF PIX / ISABELL08 03;MESADA
- RSCSS RE MULTIFUN;LAZER E ENTRETENIMENTO
TRANSF PIX TATIANE;TRANSFERÊNCIA BANCÁRIA
PIX TRANSF TATIANE;TRANSFERÊNCIA BANCÁRIA
- PAY POR MUFFATO - 12 10 /;MERCADO
UBER * HELP TRIP UBER. CO.;TRANSPORTE
TRANSF PIX TATIANE;TRANSFERÊNCIA BANCÁRIA
SHOP PET CLA CT - LIVEIR;CUIDADOS COM O PET
DEMAI DA ULTRAGAZ 21900;MORADIA
IFDCHINA IFOOD IN;RESTAURANTES
DAJU AGUA VE-CT 02/02;ROUPAS E ACESSÓRIOS
PAY ELVIS - LUIZ - / 29 10;OUTROS
PAPELARIA MEGA BAZAR;EDUCAÇÃO
000216 SAQUES CXE 01 / 01;SAQUES
- PET RSCSS SHOP CL;CUIDADOS COM O PET
UBER TRIP *;TRANSPORTE
LJ PAY - 3095 SH - 08 12 /;OUTROS
- PAY PAG ANAFLAV * 06 - / 12;OUTROS
PAY -PANIFICADOR-31/10;MERCADO
MILLAN CT PIZZA -;RESTAURANTES
PIX QRS S OI. . A - 10 E02 /;TELECOMUNICAÇÕES
- SAMEANDERSO PAY - 28 10 /;RESTAURANTES
YANG CT -;RESTAURANTES
REMUNER BAS POUP SALARIO;POUPANÇA E INVESTIMENTOS
FESTIVAL;MERCADO
RSHOP-POSTO MENGU;TRANSPORTE
PIX QRS FAST SHOP S27/10;COMPRAS DIVERSAS
- PAY TELECELL - / 10 12;COMPRAS DIVERSAS
PAGAMENTO*CDB 02/03;OUTROS
QRS PIX PA28 PERSONAL / 10;OUTROS
* PG UNIVERSO NARR 09 / 12;EDUCAÇÃO
POSTO 1 N;TRANSPORTE
POUPANÇA REMUNERAÇÃO SALÁRIO;POUPANÇA E INVESTIMENTOS
POUP REMUNER BAS SALARIO;POUPANÇA E INVESTIMENTOS
GYMPASSBR GYMPASS;SAÚDE
* UBER UBER TRIP *;TRANSPORTE
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
- PAY PAR IMPULSO;LAZER E ENTRETENIMENTO
TRANSF PIX FELIPE 18 12 /;OUTROS
PIX / QRS DEMERGE12 03;OUTROS
PIX QRS ROBERTA MUL;TRANSFERÊNCIA BANCÁRIA
RSHOP - - SUBWAY 24 BATE / 02;RESTAURANTES
MOBILEPAG 3535411820 TIT;MORADIA
FOLHA PARTICIPACAO DE;SALÁRIO
PAY -ITALO SUPER;MERCADO
PANIFICADOR PAY - - / 18 11;MERCADO
* UBER TRIP;TRANSPORTE
DIVERSOS PAULO SAO;COMPRAS DIVERSAS
RICCA PASTA - CT;RESTAURANTES
TRANSF PIX TATIANE;TRANSFERÊNCIA BANCÁRIA
PAY - BOURBON WAL;LAZER E ENTRETENIMENTO
TRANSF PIX BENAIA;OUTROS
SEM PARAR * ABASTECE;TRANSPORTE
ESTACIONAME;TRANSPORTE
- PAY SACOLAO POP 25 - 10 /;MERCADO
- PAY R M DE OLIV;OUTROS
REMUNER BAS POUP SALARIO;POUPANÇA E INVESTIMENTOS
PIX PAR QRS IMPULSO;TRANSFERÊNCIA BANCÁRIA
DA MOVEL 08806989 CLARO;TELECOMUNICAÇÕES
- PAY HIROTA - FOOD 28 11 /;MERCADO
- PAY LUIZ - ELVIS 22 10 /;OUTROS
PACIFICO SUL;OUTROS
BAGAGGIO;COMPRAS DIVERSAS
BAGAGGIO;COMPRAS DIVERSAS
APPLE. / CO PAULO SAO;LAZER E ENTRETENIMENTO
PAY COPY PAPER - - 24 05 /;COMPRAS DIVERSAS
PAY CUZ - DA CUZ - 29 11 /;RESTAURANTES
PANIFICADOR;MERCADO
PIX ISABELL24 TRANSF 05 /;MESADA
- PAY REGINA - FENA 23 12 /;MERCADO
- PAY R M DE OLIV;OUTROS
COBASI CURITIBA NO02/02;CUIDADOS COM O PET
PIX QRS 03 DEMERGE09 /;OUTROS
- PAY DEOLA DONA 30 - / 11;RESTAURANTES
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
PARAR SEM ABASTECE *;TRANSPORTE
KF HONESTY V CT -;MERCADO
PG TON * PRIM NITIN - CT;OUTROS
PRIMA CANTIN-CT;RESTAURANTES
PAGTO FINANC VEIC 18 / 24;TRANSPORTE
FOLHA PAGTO 13. SALARIO;SALÁRIO
- PAY ITS P GRILL 02 - / 06;RESTAURANTES
ROSA SHOK -CT;COMPRAS DIVERSAS
SAO DIVERSOS PAULO;OUTROS
PIX TRANSF ISABELL01/10;MESADA
FESTV SUPER;COMPRAS DIVERSAS
PAY PAGGOLOSIT -;OUTROS
PAY -PANIFICADOR-12/05;MERCADO
PAY -GUARDIAN PA-16/12;CUIDADOS COM O PET
RSHOP AREATEC -;COMPRAS DIVERSAS
PAY - CAFES LN - LT 27 10 /;RESTAURANTES
* UBER UBER * TRIP;TRANSPORTE
Y PASTELARIA CT -;RESTAURANTES
PAY - MUSTANG SAL - / 29 05;RESTAURANTES
- PAY BRASIL - ROSA 25 / 11;OUTROS
RSCSS-BATOVI;RESTAURANTES
LIVRE MERCADO ALPHA03 * / 03;COMPRAS DIVERSAS
VESTUARIO CURITIBA.;ROUPAS E ACESSÓRIOS
PAY ELVIS - LUIZ 29 - / 10;OUTROS
- PAY LANC THAYMA;RESTAURANTES
* PAG LOJASRENNER 02 03 /;ROUPAS E ACESSÓRIOS
IFDZORA IFOOD FAST;RESTAURANTES
BAT GARAGEM;TRANSPORTE
GAROTAFA PAG * - N CT 03 / 03;COMPRAS DIVERSAS
DIVERSOS COPPEII;COMPRAS DIVERSAS
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
POSTO AUTO CT -;TRANSPORTE
COPEL INT 00 DISTRIBUICA;MORADIA
QRS PIX PARAR SEM I;TRANSPORTE
PAY -PAGASMSERV-16/06;OUTROS
* ESCOLASEBDOM BOSCO;EDUCAÇÃO
PAY - - LEVIS 10 MUELL / 12;ROUPAS E ACESSÓRIOS
* PG UNIVERSO NARR 07 / 12;EDUCAÇÃO
FLEX CLARO;TELECOMUNICAÇÕES
BRUNO BOLOS -CT;RESTAURANTES
KF HONESTY;MERCADO
BRASI MAHLE;MERCADO
- PAY DRIVE BU IN - 01 12 /;RESTAURANTES
TRANSF PIX SAL06 ZOE / 10;OUTROS
MOANA ICE -CT;RESTAURANTES
* UBER HELP TRIP. UBER CO.;TRANSPORTE
RSCSS PET SHOP - CL - / 16 05;CUIDADOS COM O PET
RSCSS - MILLAN PIZZ - / 16 06;RESTAURANTES
LOVE COXINHA - ALLIADIU CT;RESTAURANTES
MPMELIMAIS MP;OUTROS
PIX QRS IMPULSO PAR;TRANSFERÊNCIA BANCÁRIA
PIX QRS FGUISOLI CU21/02;OUTROS
VINDI * - ESPA AS03 CT 03 /;LAZER E ENTRETENIMENTO
RSHOP AREATEC -;COMPRAS DIVERSAS
- PAY FARMACIA E - 11 17 /;SAÚDE
RSCSS - MILLAN PIZZ;RESTAURANTES
* PG ASSA TON - CT;OUTROS
BELS COM CT ART - TAS;COMPRAS DIVERSAS
CURITIBA HOBBY;LAZER E ENTRETENIMENTO
PAY MUSTANG SAL - - 29 05 /;RESTAURANTES
ESTAPAR CT CCI -;TRANSPORTE
FINANC VEIC PAGTO 16 / 24;TRANSPORTE
PAG MADEROIN * - RIAE CT;COMPRAS DIVERSAS
- PAY PAG * - RESTAUR / 27 11;RESTAURANTES
AMAZON AWS SERVICOS BRA;OUTROS
- RSCSS RE MULTIFUN;LAZER E ENTRETENIMENTO
PARAR SEM ABASTECE *;TRANSPORTE
- RSCSS PANIFICADOR - 03 03 /;MERCADO
- PAY FERNANDA;OUTROS
- PAY CUZ CUZ - DA / 29 11;RESTAURANTES
- PANIFICADORA ILIA CT;MERCADO
RSHOP - PANVEL FARM;SAÚDE
POPULAR SACOLAO;MERCADO
PAY BOURBON WAL - 31 - / 12;COMPRAS DIVERSAS
JORGELU;OUTROS
* PAG ATENAFENIX;OUTROS
PAY FILIAL - PLK 16 - 11 /;OUTROS
GILCE TRANSFERÊNCIA D;SAÚDE
PAY - FARM PANVEL 10 - 10 /;SAÚDE
PPRO MICROSOFT *;LAZER E ENTRETENIMENTO
- PAY DA ARTE GUL;COMPRAS DIVERSAS
PAG * - CT ASMSERVI;OUTROS
MICROSOFT*XBOX;LAZER E ENTRETENIMENTO
PAY -CHERRY COFF-26/11;RESTAURANTES
VERDE HIPER;MERCADO
* IFOOD CLUBE IFOOD *;RESTAURANTES
BANCA CURITI - CT;OUTROS
SUL PACIFICO;OUTROS
IFDJURASSIC IFOOD;RESTAURANTES
PAY - PIZZA - HUT P / 18 11;RESTAURANTES
FOLHA PAGAMENTO MENSAL;SALÁRIO
TRANSF PIX MARCIO;TRANSFERÊNCIA BANCÁRIA
TRANSPO COLET - CT - FUC;TRANSPORTE
- PAY PAG ANAFLAV * - 06 12 /;OUTROS
TURISMO E ENTRETEN.CURITIBA;LAZER E ENTRETENIMENTO
PAY LJ - SH 3095 - / 16 11;OUTROS
745 TED 0001. . PAYPAL B D;RECEITA
- PAY PIPOCA AMER - 23 / 12;RESTAURANTES
TINTA E TINT-CT;COMPRAS DIVERSAS
PAG * CT JOSECARL -;OUTROS
MARTTER31 PIX TRANSF / 12;TRANSFERÊNCIA BANCÁRIA
PIX THIAGO TRANSF 06 05 /;TRANSFERÊNCIA BANCÁRIA
TRANSF PIX ISABELL06 11 /;MESADA
UBER * * TRIP UBER;TRANSPORTE
PRIMA CANTIN-CT;RESTAURANTES
PIX WESTERN01 TRANSF 01 /;TRANSFERÊNCIA BANCÁRIA
LEROY RSHOP - MERLI;COMPRAS DIVERSAS
